,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Wrong Name,Found Name,New Found Name,Status II
76,76,2464,"World Cup Qualifiers, Asia, 2018",India vs Nepal,12-03-2015,Nepal,NP,2015,SUCCESS,Rabin Shrestha,0,FALSE,Used Average of Season Before and After,FALSE,Rabin Shrestha,R Shrestha,single,Yes,"['Bishal Shrestha', 'Sabindra Shrestha', 'Jagajeet Shrestha', 'Bishwas Shrestha', 'Nawayug Shrestha', 'Gautam Shrestha', 'Sanish Shrestha']",Rabin Shrestha,Done
77,77,2465,"World Cup Qualifiers, Asia, 2018",Guam vs Iran,17-11-2015,Guam,GU,2015,SUCCESS,Jason Cunliffe,0,FALSE,Used Average of Season Before and After,FALSE,Jason Cunliffe,J Cunliffe,single,Yes,['A. J. DeLaGarza'],Jason Cunliffe,Done
78,78,2466,"World Cup Qualifiers, Asia, 2018",Iraq vs Saudi Arabia,06-09-2016,Iraq,IQ,2016,SUCCESS,Ahmad Salah Alwan,100000,FALSE,Found in Curr Season,FALSE,Ahmad Salah Alwan,Ahmed Ibrahim Khalaf,single,Yes,"['Karrar Ibrahim', 'Ahmad Mnajed', 'Kais Al-Ani', 'Ibrahim Bayesh', 'Amir Al-Ammari', 'Ahmad Fadhil', 'Ali Al-Hamadi', 'Ahmad Allée', 'Louaï Al-Ani', 'André Al-Sanati', 'Danilo Al-Saed']",Ahmed Ibrahim Khalaf,Done
79,79,2468,"World Cup Qualifiers, Asia, 2018",United Arab Emirates vs Malaysia,03-09-2015,Malaysia,MY,2015,SUCCESS,Mohd Shakir,0,FALSE,Only Before + Zero Before,FALSE,Mohd Shakir,Mohd Zubir,single,Yes,"['Mohd Saiful Nizam Miswan', 'Mohd Hafiz Kamal', 'Mohd Nizad Ayub', 'Mohd Redzuan Suhaidi', 'Mohd Faiz Subri', 'Mohd Fazrul Hazli']",Zubir Azmi,Done
80,80,2470,"World Cup Qualifiers, Asia, 2018",Palestine vs Malaysia,12-11-2015,Malaysia,MY,2015,SUCCESS,Mohd Hafiz Kamal,0,FALSE,Only Before + Zero Before,FALSE,Mohd Hafiz Kamal,Mohd Razman,single,Yes,"['Mohd Saiful Nizam Miswan', 'Mohd Redzuan Suhaidi', 'Mohd Fazrul Hazli']",Mohd Redzuan Suhaidi,Done
81,81,499,"Euros 2016, Qualifiers",Switzerland vs San Marino,09.10.15,San Marino,SM,2015,SUCCESS,Davide Simoncini,0,FALSE,Used Average of Season Before and After,FALSE,Davide Simoncini,D Simoncini,single,Yes,['Aldo Simoncini'],Davide Simoncini,Done
82,82,502,"Euros 2016, Qualifiers",San Marino vs Slovenia,12.10.15,San Marino,SM,2015,SUCCESS,Davide Simoncini,0,FALSE,Used Average of Season Before and After,FALSE,Davide Simoncini,D Simoncini,single,Yes,['Aldo Simoncini'],Davide Simoncini,Done
83,83,2376,"World Cup Qualifiers, Asia, 2018",Malaysia vs Timor-Leste,11-06-2015,Malaysia,MY,2015,SUCCESS,Mohd Shakir,0,FALSE,Only Before + Zero Before,FALSE,Mohd Shakir,Mohd Zubir,single,Yes,"['Mohd Saiful Nizam Miswan', 'Mohd Hafiz Kamal', 'Mohd Nizad Ayub', 'Mohd Redzuan Suhaidi', 'Mohd Faiz Subri', 'Mohd Fazrul Hazli']",Zubir Azmi,Done
84,84,2377,"World Cup Qualifiers, Asia, 2018",Malaysia vs Palestine,16-06-2015,Malaysia,MY,2015,SUCCESS,Mohd Shakir,0,FALSE,Only Before + Zero Before,FALSE,Mohd Shakir,Mohd Zubir,single,Yes,"['Mohd Saiful Nizam Miswan', 'Mohd Hafiz Kamal', 'Mohd Nizad Ayub', 'Mohd Redzuan Suhaidi', 'Mohd Faiz Subri', 'Mohd Fazrul Hazli']",Zubir Azmi,Done
85,85,2378,"World Cup Qualifiers, Asia, 2018",Afghanistan vs Cambodia,12-11-2015,Afghanistan,AF,2015,SUCCESS,Norlla Amiri,25000,FALSE,Used Average of Season Before and After,FALSE,Norlla Amiri,N Amiri,single,Yes,['Haroon Amiri'],Norlla Amiri,Done
86,86,2378,"World Cup Qualifiers, Asia, 2018",Afghanistan vs Cambodia,12-11-2015,Cambodia,KH,2015,SUCCESS,Thierry Bin,0,FALSE,Used Average of Season Before and After,FALSE,Thierry Bin,T Chantha Bin,single,Yes,['Chanthea Sieng'],Thierry Bin,Done
87,87,2379,"World Cup Qualifiers, Asia, 2018",Yemen vs Pakistan,12-03-2015,Yemen,YE,2015,SUCCESS,Mudir Abdurabu,0,FALSE,Used Average of Season Before and After,FALSE,Mudir Abdurabu,Mudir Al Radaei,single,Yes,"['Ahmed Al-Dhaheri', 'Ammar Al-Baidani']",Mudir Abdurabu,Done
88,88,2380,"World Cup Qualifiers, Asia, 2018",Bhutan vs Hong Kong,13-10-2015,Bhutan,BT,2015,SUCCESS,Hari Gurung,0,FALSE,Used Average of Season Before and After,FALSE,Hari Gurung,H Gurung,single,Yes,"['Karun Gurung', 'Man Bahadur Gurung', 'Dilip Gurung']",Hari Gurung,Done
89,89,2380,"World Cup Qualifiers, Asia, 2018",Bhutan vs Hong Kong,13-10-2015,Bhutan,BT,2015,SUCCESS,Karma Shedrup Tshering,0,FALSE,Used Average of Season Before and After,FALSE,Karma Shedrup Tshering,K Tshering,single,Yes,['Orgyen Wangchuk Tshering'],Karma Shedrup Tshering,Done
90,90,2382,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Mongolia,12-03-2015,Mongolia,MN,2015,SUCCESS,Bilgüün Ganbold,0,FALSE,Used Average of Season Before and After,FALSE,Bilgüün Ganbold,B Ganbold,single,Yes,"['Gandelger Ganbold', 'Ganbold Ganbayar']",Bilgüün Ganbold,Done
91,91,2383,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Malaysia,13-10-2015,Malaysia,MY,2015,SUCCESS,Mohd Hafiz Kamal,0,FALSE,Only Before + Zero Before,FALSE,Mohd Hafiz Kamal,Mohd Razman,single,Yes,"['Mohd Saiful Nizam Miswan', 'Mohd Redzuan Suhaidi', 'Mohd Fazrul Hazli']",Mohd Redzuan Suhaidi,Done
92,92,2383,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Malaysia,13-10-2015,Malaysia,MY,2015,SUCCESS,Azammuddin Akil,25000,FALSE,Used Average of Season Before and After,FALSE,Azammuddin Akil,Mohd Azammuddin,single,Yes,['Mohd Saiful Nizam Miswan'],Azammuddin Akil,Done
93,93,2385,"World Cup Qualifiers, Asia, 2018",Guam vs India,16-06-2015,Guam,GU,2015,SUCCESS,Jason Cunliffe,0,FALSE,Used Average of Season Before and After,FALSE,Jason Cunliffe,J Cunliffe,single,Yes,['A. J. DeLaGarza'],Jason Cunliffe,Done
94,94,2390,"World Cup Qualifiers, Asia, 2018",Japan vs Syria,29-03-2016,Syria,SY,2016,SUCCESS,Zaher Midani,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,Zaher Midani,Zahir Al Midani,single,Yes,['Omar Al-Midani'],"['Zaher Midani', 'Omar Al-Midani']",Done
95,95,2394,"World Cup Qualifiers, Asia, 2018",North Korea vs Bahrain,17-11-2015,Bahrain,BH,2015,SUCCESS,Abdullah Omar,0,FALSE,Used Average of Season Before and After,FALSE,Abdullah Omar,Abdulla Abdo Omar,single,Yes,"['Omar Saber', 'Omar Salem']",Abdullah Omar,Done
96,96,2395,"World Cup Qualifiers, Asia, 2018",Nepal vs India,17-03-2015,Nepal,NP,2015,SUCCESS,Rabin Shrestha,0,FALSE,Used Average of Season Before and After,FALSE,Rabin Shrestha,R Shrestha,single,Yes,"['Bishal Shrestha', 'Sabindra Shrestha', 'Jagajeet Shrestha', 'Bishwas Shrestha', 'Nawayug Shrestha', 'Gautam Shrestha', 'Sanish Shrestha']",Rabin Shrestha,Done
97,97,2397,"World Cup Qualifiers, Asia, 2018",Guam vs Turkmenistan,11-06-2015,Guam,GU,2015,SUCCESS,Jason Cunliffe,0,FALSE,Used Average of Season Before and After,FALSE,Jason Cunliffe,J Cunliffe,single,Yes,['A. J. DeLaGarza'],Jason Cunliffe,Done
98,98,2405,"World Cup Qualifiers, Asia, 2018",Iraq vs Thailand,11-10-2016,Iraq,IQ,2016,SUCCESS,Ahmad Salah Alwan,100000,FALSE,Found in Curr Season,FALSE,Ahmad Salah Alwan,Ahmed Ibrahim Khalaf,single,Yes,"['Karrar Ibrahim', 'Ahmad Mnajed', 'Kais Al-Ani', 'Ibrahim Bayesh', 'Amir Al-Ammari', 'Ahmad Fadhil', 'Ali Al-Hamadi', 'Ahmad Allée', 'Louaï Al-Ani', 'André Al-Sanati', 'Danilo Al-Saed']",Ahmed Ibrahim Khalaf,Done
99,99,2406,"World Cup Qualifiers, Asia, 2018",Sri Lanka vs Bhutan,12-03-2015,Bhutan,BT,2015,SUCCESS,Hari Gurung,0,FALSE,Used Average of Season Before and After,FALSE,Hari Gurung,H Gurung,single,Yes,"['Karun Gurung', 'Man Bahadur Gurung', 'Dilip Gurung']",Hari Gurung,Done
100,100,2406,"World Cup Qualifiers, Asia, 2018",Sri Lanka vs Bhutan,12-03-2015,Bhutan,BT,2015,SUCCESS,Karma Shedrup Tshering,0,FALSE,Used Average of Season Before and After,FALSE,Karma Shedrup Tshering,K Tshering,single,Yes,['Orgyen Wangchuk Tshering'],Karma Shedrup Tshering,Done
101,101,2406,"World Cup Qualifiers, Asia, 2018",Sri Lanka vs Bhutan,12-03-2015,Bhutan,BT,2015,SUCCESS,Lhendup Dorji,0,FALSE,Used Average of Season Before and After,FALSE,Lhendup Dorji,L Dorji,single,Yes,['Dorji'],Lhendup Dorji,Done
102,102,2407,"World Cup Qualifiers, Asia, 2018",Tajikistan vs Bangladesh,12-11-2015,Tajikistan,TJ,2015,SUCCESS,Alisher Dodov,0,FALSE,Used Average of Season Before and After,FALSE,Alisher Dodov,A Dorov,single,Yes,['Daler Yodgorov'],Alisher Dodov,Done
103,103,2410,"World Cup Qualifiers, Asia, 2018",Iran vs Guam,03-09-2015,Guam,GU,2015,SUCCESS,Jason Cunliffe,0,FALSE,Used Average of Season Before and After,FALSE,Jason Cunliffe,J Cunliffe,single,Yes,['A. J. DeLaGarza'],Jason Cunliffe,Done
104,104,2411,"World Cup Qualifiers, Asia, 2018",Tajikistan vs Jordan,11-06-2015,Jordan,JO,2015,SUCCESS,Ahmed Hisham,0,FALSE,Used Average of Season Before and After,FALSE,Ahmed Hisham,Ahmed Samir,single,Yes,['Ahmed Abdel-Sattar'],Ahmad Sameer,Done
105,105,2412,"World Cup Qualifiers, Asia, 2018",Singapore vs Afghanistan,8-10-2015,Singapore,SG,2015,SUCCESS,Irwan Shah,0,FALSE,Only Before + Zero Before,FALSE,Irwan Shah,I Sha,single,Yes,['Shahfiq Ghani'],Irwan Shah,Done
106,106,2412,"World Cup Qualifiers, Asia, 2018",Singapore vs Afghanistan,8-10-2015,Afghanistan,AF,2015,SUCCESS,Norlla Amiri,25000,FALSE,Used Average of Season Before and After,FALSE,Norlla Amiri,N Amiri,single,Yes,['Haroon Amiri'],Norlla Amiri,Done
107,107,2414,"World Cup Qualifiers, Asia, 2018",Iraq vs Vietnam,29-03-2016,Vietnam,VN,2016,SUCCESS,Van Thanh Vu,0,FALSE,Used Average of Season Before and After,FALSE,Van Thanh Vu,V Văn Thanh,single,Yes,"['Thanh Diep Nguyen', 'Thanh Binh Nguyen', 'Thanh Hien Nguyen', 'Xuan Thanh Nguyen', 'Thanh Chung Nguyen', 'Thanh Nhan Nguyen', 'Pham Thanh Long Le']",Van Thanh Vu,Done
108,108,2414,"World Cup Qualifiers, Asia, 2018",Iraq vs Vietnam,29-03-2016,Vietnam,VN,2016,SUCCESS,Nguyen Manh Tran,0,FALSE,Used Average of Season Before and After,FALSE,Nguyen Manh Tran,Nguyn Văn Toàn,single,Yes,['Van Toan Nguyen'],Van Toan Nguyen,Done
109,109,2415,"World Cup Qualifiers, Asia, 2018",Malaysia vs United Arab Emirates,17-11-2015,Malaysia,MY,2015,SUCCESS,Azammuddin Akil,25000,FALSE,Used Average of Season Before and After,FALSE,Azammuddin Akil,Mohd Azammuddin,single,Yes,['Mohd Saiful Nizam Miswan'],Azammuddin Akil,Done
110,110,2423,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Maldives,16-06-2015,Maldives,MV,2015,SUCCESS,Mohamed Sifan,0,FALSE,Used Average of Season Before and After,FALSE,Mohamed Sifan,Mohamed Arif,single,Yes,['Mohamed Saaif'],Mohamed 'Bakaa' Arif,Done
111,111,1334,"Olympics, 2016",Sweden vs Colombia,2016-08-04,Colombia,CO,2016,SUCCESS,Sebastián Gómez,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,Sebastián Gómez,Sebastián Pérez,single,Yes,['Juan Sebastián Pedroza'],Juan Sebastián Pedroza,Done
112,112,1337,"Olympics, 2016",Japan vs Colombia,2016-08-07,Colombia,CO,2016,SUCCESS,Sebastián Gómez,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,Sebastián Gómez,Sebastián Pérez,single,Yes,['Juan Sebastián Pedroza'],Juan Sebastián Pedroza,Done
113,113,2081,"World Cup Qualifiers, Africa, 2022",Uganda vs Kenya,11-11-2021,Kenya,KE,2021,SUCCESS,Samuel Onyango,0,FALSE,Both Empty,FALSE,Samuel Onyango,S Onyango,single,Yes,['Alpha Chris Onyango'],Samuel Onyango,Done
114,114,2085,"World Cup Qualifiers, Africa, 2022",Ethiopia vs Lesotho,04-09-2019,Ethiopia,ET,2019,SUCCESS,Yared Baye,0,FALSE,Only After + Zero After,FALSE,Yared Baye,Y Bayeh,single,Yes,['Abebayehu Achiso'],Yared Baye,Done
115,115,2085,"World Cup Qualifiers, Africa, 2022",Ethiopia vs Lesotho,04-09-2019,Ethiopia,ET,2019,SUCCESS,Amanuel Gebremichael,0,FALSE,Used Average of Season Before and After,FALSE,Amanuel Gebremichael,A Gebremichael,single,Yes,['Fasil Gebremichael'],Amanuel Gebremichael,Done
116,116,2090,"World Cup Qualifiers, Africa, 2022",Djibouti vs Eswatini,04-09-2019,Eswatini,SZ,2019,SUCCESS,Sifiso Matse,0,FALSE,Only After + Zero After,FALSE,Sifiso Matse,S Matsenjwa,single,Yes,['Lindani Matsenjwa'],Sifiso Matse,Done
117,117,2095,"World Cup Qualifiers, Africa, 2022",Eswatini vs Djibouti,10-09-2019,Eswatini,SZ,2019,SUCCESS,Sifiso Matse,0,FALSE,Only After + Zero After,FALSE,Sifiso Matse,S Matsenjwa,single,Yes,['Lindani Matsenjwa'],Sifiso Matse,Done
118,118,2098,"World Cup Qualifiers, Africa, 2022",Botswana vs Malawi,07-09-2019,Malawi,MW,2019,SUCCESS,John Banda,0,FALSE,Used Average of Season Before and After,FALSE,John Banda,J Banda,single,Yes,"['Frank Banda', 'Righteous Banda', 'Hastings Banda', 'Peter Banda', 'Patrick Banda']",John Banda,Done
119,119,2099,"World Cup Qualifiers, Africa, 2022",Guinea vs Sudan,09-10-2021,Sudan,SD,2021,SUCCESS,Saleem Mohamed,0,FALSE,Used Average of Season Before and After,FALSE,Saleem Mohamed,A Adam Mohammad,single,Yes,"['Ishag Adam', 'Ahmed Adam']",Ahmed Adam,Done
120,120,2104,"World Cup Qualifiers, Africa, 2022",Cameroon vs Malawi,03-09-2021,Malawi,MW,2021,SUCCESS,John Banda,75000,FALSE,Used Average of Season Before and After,FALSE,John Banda,J Banda,single,Yes,"['Frank Banda', 'Righteous Banda', 'Hastings Banda', 'Peter Banda', 'Patrick Banda']",John Banda,Done
121,121,2105,"World Cup Qualifiers, Africa, 2022",Malawi vs Mozambique,07-09-2021,Malawi,MW,2021,SUCCESS,John Banda,75000,FALSE,Used Average of Season Before and After,FALSE,John Banda,J Banda,single,Yes,"['Frank Banda', 'Righteous Banda', 'Hastings Banda', 'Peter Banda', 'Patrick Banda']",John Banda,Done
122,122,2112,"World Cup Qualifiers, Africa, 2022",South Africa vs Ethiopia,12-10-2021,Ethiopia,ET,2021,SUCCESS,Yared Baye,75000,FALSE,Used Average of Season Before and After,FALSE,Yared Baye,Y Bayeh,single,Yes,['Abebayehu Achiso'],Yared Baye,Done
123,123,2112,"World Cup Qualifiers, Africa, 2022",South Africa vs Ethiopia,12-10-2021,Ethiopia,ET,2021,SUCCESS,Mesud Mohammed,37500,FALSE,Used Average of Season Before and After,FALSE,Mesud Mohammed,M Mohammed,single,Yes,['Abdulkerim Mohammed'],Mesud Mohammed,Done
124,124,2112,"World Cup Qualifiers, Africa, 2022",South Africa vs Ethiopia,12-10-2021,Ethiopia,ET,2021,SUCCESS,Amanuel Gebremichael,50000,FALSE,Used Average of Season Before and After,FALSE,Amanuel Gebremichael,A Gebremichael,single,Yes,['Fasil Gebremichael'],Amanuel Gebremichael,Done
125,125,2120,"World Cup Qualifiers, Africa, 2022",Ethiopia vs Ghana,11-11-2021,Ethiopia,ET,2021,SUCCESS,Mesud Mohammed,37500,FALSE,Used Average of Season Before and After,FALSE,Mesud Mohammed,M Mohammed,single,Yes,['Abdulkerim Mohammed'],Mesud Mohammed,Done
126,126,3053,"World Cup Qualifiers, Europe, 2018",San Marino vs Germany,11-11-2016,San Marino,SM,2016,SUCCESS,Davide Simoncini,0,FALSE,Used Average of Season Before and After,FALSE,Davide Simoncini,D Simoncini,single,Yes,['Aldo Simoncini'],Davide Simoncini,Done
127,127,3053,"World Cup Qualifiers, Europe, 2018",San Marino vs Germany,11-11-2016,San Marino,SM,2016,SUCCESS,Fabio Vitaioli,0,FALSE,Used Average of Season Before and After,FALSE,Fabio Vitaioli,F Vitaioli,single,Yes,['Matteo Vitaioli'],Fabio Vitaioli,Done
128,128,3053,"World Cup Qualifiers, Europe, 2018",San Marino vs Germany,11-11-2016,San Marino,SM,2016,SUCCESS,Marco Berardi,0,FALSE,Only Before + Zero Before,FALSE,Marco Berardi,M Berardi,single,Yes,['Filippo Berardi'],Marco Berardi,Done
129,129,2334,"World Cup Qualifiers, Asia, 2018",Jordan vs Bangladesh,24-03-2016,Bangladesh,BD,2016,SUCCESS,Shakil Ahmed,0,FALSE,Only Before + Zero Before,FALSE,Shakil Ahmed,S Ahmed,single,Yes,['Toklis Ahmed'],Shakil Ahmed,Done
130,130,2337,"World Cup Qualifiers, Asia, 2018",Bhutan vs Maldives,08-10-2015,Bhutan,BT,2015,SUCCESS,Hari Gurung,0,FALSE,Used Average of Season Before and After,FALSE,Hari Gurung,H Gurung,single,Yes,"['Karun Gurung', 'Man Bahadur Gurung', 'Dilip Gurung']",Hari Gurung,Done
131,131,2337,"World Cup Qualifiers, Asia, 2018",Bhutan vs Maldives,08-10-2015,Bhutan,BT,2015,SUCCESS,Lhendup Dorji,0,FALSE,Used Average of Season Before and After,FALSE,Lhendup Dorji,L Dorji,single,Yes,['Dorji'],Lhendup Dorji,Done
132,132,2337,"World Cup Qualifiers, Asia, 2018",Bhutan vs Maldives,08-10-2015,Maldives,MV,2015,SUCCESS,Mohamed Sifan,0,FALSE,Used Average of Season Before and After,FALSE,Mohamed Sifan,Mohamed Arif,single,Yes,['Mohamed Saaif'],Mohamed 'Bakaa' Arif,Done
133,133,2338,"World Cup Qualifiers, Asia, 2018",Japan vs Iraq,6-10-2016,Iraq,IQ,2016,SUCCESS,Ahmad Salah Alwan,100000,FALSE,Found in Curr Season,FALSE,Ahmad Salah Alwan,Ahmed Ibrahim Khalaf,single,Yes,"['Karrar Ibrahim', 'Ahmad Mnajed', 'Kais Al-Ani', 'Ibrahim Bayesh', 'Amir Al-Ammari', 'Ahmad Fadhil', 'Ali Al-Hamadi', 'Ahmad Allée', 'Louaï Al-Ani', 'André Al-Sanati', 'Danilo Al-Saed']",Ahmed Ibrahim Khalaf,Done
134,134,2339,"World Cup Qualifiers, Asia, 2018",Bhutan vs China PR,16-06-2015,Bhutan,BT,2015,SUCCESS,Hari Gurung,0,FALSE,Used Average of Season Before and After,FALSE,Hari Gurung,H Gurung,single,Yes,"['Karun Gurung', 'Man Bahadur Gurung', 'Dilip Gurung']",Hari Gurung,Done
135,135,2339,"World Cup Qualifiers, Asia, 2018",Bhutan vs China PR,16-06-2015,Bhutan,BT,2015,SUCCESS,Lhendup Dorji,0,FALSE,Used Average of Season Before and After,FALSE,Lhendup Dorji,L Dorji,single,Yes,['Dorji'],Lhendup Dorji,Done
136,136,2339,"World Cup Qualifiers, Asia, 2018",Bhutan vs China PR,16-06-2015,Bhutan,BT,2015,SUCCESS,Karma Shedrup Tshering,0,FALSE,Used Average of Season Before and After,FALSE,Karma Shedrup Tshering,K Tshering,single,Yes,['Orgyen Wangchuk Tshering'],Karma Shedrup Tshering,Done
137,137,2341,"World Cup Qualifiers, Asia, 2018",Bhutan vs Qatar,17-11-2015,Bhutan,BT,2015,SUCCESS,Hari Gurung,0,FALSE,Used Average of Season Before and After,FALSE,Hari Gurung,H Gurung,single,Yes,"['Karun Gurung', 'Man Bahadur Gurung', 'Dilip Gurung']",Hari Gurung,Done
138,138,2341,"World Cup Qualifiers, Asia, 2018",Bhutan vs Qatar,17-11-2015,Bhutan,BT,2015,SUCCESS,Lhendup Dorji,0,FALSE,Used Average of Season Before and After,FALSE,Lhendup Dorji,L Dorji,single,Yes,['Dorji'],Lhendup Dorji,Done
139,139,2341,"World Cup Qualifiers, Asia, 2018",Bhutan vs Qatar,17-11-2015,Bhutan,BT,2015,SUCCESS,Karma Shedrup Tshering,0,FALSE,Used Average of Season Before and After,FALSE,Karma Shedrup Tshering,K Tshering,single,Yes,['Orgyen Wangchuk Tshering'],Karma Shedrup Tshering,Done
140,140,2342,"World Cup Qualifiers, Asia, 2018",Syria vs Cambodia,24-03-2016,Syria,SY,2016,SUCCESS,Zaher Midani,0,FALSE,Only After + Zero After,FALSE,Zaher Midani,Zahir Al Midani,single,Yes,['Omar Al-Midani'],Zaher Midani,Done
141,141,2342,"World Cup Qualifiers, Asia, 2018",Syria vs Cambodia,24-03-2016,Cambodia,KH,2016,SUCCESS,Pom Tola,0,FALSE,Used Average of Season Before and After,FALSE,Pom Tola,N Tola,single,Yes,['Tola Nub'],Tola Nub,Done
142,142,2345,"World Cup Qualifiers, Asia, 2018",China PR vs Maldives,24-03-2016,Maldives,MV,2016,SUCCESS,Ahmed Rasheed,0,FALSE,Only Before + Zero Before,FALSE,Ahmed Rasheed,Ahmed Nashid,single,Yes,['Nashid Ahmed'],Nashid Ahmed,Done
143,143,2347,"World Cup Qualifiers, Asia, 2018",Bhutan vs Sri Lanka,17-03-2015,Bhutan,BT,2015,SUCCESS,Hari Gurung,0,FALSE,Used Average of Season Before and After,FALSE,Hari Gurung,H Gurung,single,Yes,"['Karun Gurung', 'Man Bahadur Gurung', 'Dilip Gurung']",Hari Gurung,Done
144,144,2347,"World Cup Qualifiers, Asia, 2018",Bhutan vs Sri Lanka,17-03-2015,Bhutan,BT,2015,SUCCESS,Karma Shedrup Tshering,0,FALSE,Used Average of Season Before and After,FALSE,Karma Shedrup Tshering,K Tshering,single,Yes,['Orgyen Wangchuk Tshering'],Karma Shedrup Tshering,Done
145,145,2347,"World Cup Qualifiers, Asia, 2018",Bhutan vs Sri Lanka,17-03-2015,Bhutan,BT,2015,SUCCESS,Lhendup Dorji,0,FALSE,Used Average of Season Before and After,FALSE,Lhendup Dorji,L Dorji,single,Yes,['Dorji'],Lhendup Dorji,Done
146,146,2348,"World Cup Qualifiers, Asia, 2018",Tajikistan vs Australia,08-09-2015,Tajikistan,TJ,2015,SUCCESS,Alisher Dodov,0,FALSE,Used Average of Season Before and After,FALSE,Alisher Dodov,A Dorov,single,Yes,['Daler Yodgorov'],Alisher Dodov,Done
147,147,2349,"World Cup Qualifiers, Asia, 2018",Cambodia vs Japan,17-11-2015,Cambodia,KH,2015,SUCCESS,Pidor Sam Oeun,0,FALSE,Used Average of Season Before and After,FALSE,Pidor Sam Oeun,Rous Samoeun,single,Yes,['Samoeun Rous'],Samoeun Rous,Done
148,148,2349,"World Cup Qualifiers, Asia, 2018",Cambodia vs Japan,17-11-2015,Cambodia,KH,2015,SUCCESS,Thierry Bin,0,FALSE,Used Average of Season Before and After,FALSE,Thierry Bin,T Chantha Bin,single,Yes,['Chanthea Sieng'],Thierry Bin,Done
149,149,2351,"World Cup Qualifiers, Asia, 2018",Cambodia vs Singapore,11-06-2015,Singapore,SG,2015,SUCCESS,Irwan Shah,0,FALSE,Only Before + Zero Before,FALSE,Irwan Shah,I Sha,single,Yes,['Shahfiq Ghani'],Irwan Shah,Done
150,150,2352,"World Cup Qualifiers, Asia, 2018",Afghanistan vs Japan,08-09-2015,Afghanistan,AF,2015,SUCCESS,Norlla Amiri,25000,FALSE,Used Average of Season Before and After,FALSE,Norlla Amiri,N Amiri,single,Yes,['Haroon Amiri'],Norlla Amiri,Done
151,151,2356,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs Yemen,03-09-2015,Yemen,YE,2015,SUCCESS,Mudir Abdurabu,0,FALSE,Used Average of Season Before and After,FALSE,Mudir Abdurabu,Mudir Al Radaei,single,Yes,"['Ahmed Al-Dhaheri', 'Ammar Al-Baidani']",Mudir Abdurabu,Done
152,152,2357,"World Cup Qualifiers, Asia, 2018",North Korea vs Yemen,13-10-2015,Yemen,YE,2015,SUCCESS,Mudir Abdurabu,0,FALSE,Used Average of Season Before and After,FALSE,Mudir Abdurabu,Mudir Al Radaei,single,Yes,"['Ahmed Al-Dhaheri', 'Ammar Al-Baidani']",Mudir Abdurabu,Done
153,153,2361,"World Cup Qualifiers, Asia, 2018",Australia vs Iraq,01-09-2016,Iraq,IQ,2016,SUCCESS,Ahmad Salah Alwan,100000,FALSE,Found in Curr Season,FALSE,Ahmad Salah Alwan,Ahmed Ibrahim Khalaf,single,Yes,"['Karrar Ibrahim', 'Ahmad Mnajed', 'Kais Al-Ani', 'Ibrahim Bayesh', 'Amir Al-Ammari', 'Ahmad Fadhil', 'Ali Al-Hamadi', 'Ahmad Allée', 'Louaï Al-Ani', 'André Al-Sanati', 'Danilo Al-Saed']",Ahmed Ibrahim Khalaf,Done
154,154,2366,"World Cup Qualifiers, Asia, 2018",United Arab Emirates vs Iraq,15-11-2016,Iraq,IQ,2016,SUCCESS,Ahmad Salah Alwan,100000,FALSE,Found in Curr Season,FALSE,Ahmad Salah Alwan,Ahmed Ibrahim Khalaf,single,Yes,"['Karrar Ibrahim', 'Ahmad Mnajed', 'Kais Al-Ani', 'Ibrahim Bayesh', 'Amir Al-Ammari', 'Ahmad Fadhil', 'Ali Al-Hamadi', 'Ahmad Allée', 'Louaï Al-Ani', 'André Al-Sanati', 'Danilo Al-Saed']",Ahmed Ibrahim Khalaf,Done
155,155,2367,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs Syria,01-09-2016,Syria,SY,2016,SUCCESS,Zaher Midani,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,Zaher Midani,Zahir Al Midani,single,Yes,['Omar Al-Midani'],"['Zaher Midani', 'Omar Al-Midani']",Done
156,156,2373,"World Cup Qualifiers, Asia, 2018",Bahrain vs Yemen,24-03-2016,Yemen,YE,2016,SUCCESS,Salem Awadh,0,FALSE,Only After + Zero After,FALSE,Salem Awadh,Salem Saeed,single,Yes,"['Ahmed Saeed Abdulrab', 'Salem Abdullah Mutran']",Salem Al-Omzae,Done
157,157,2373,"World Cup Qualifiers, Asia, 2018",Bahrain vs Yemen,24-03-2016,Yemen,YE,2016,SUCCESS,Mudir Abdurabu,0,FALSE,Used Average of Season Before and After,FALSE,Mudir Abdurabu,Mudir Al Radaei,single,Yes,"['Ahmed Al-Dhaheri', 'Ammar Al-Baidani']",Mudir Abdurabu,Done
