,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
192,192,192,192,46069,969,4395,"World Cup 2022, Qualifiers, CONMEBOL",Ecuador vs Paraguay,02-Sep-21,Ecuador,EC,2021,FAIL,"['Leonardo Campana', 'Leonel Quiñónez', 'Leonardo Realpe']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 5 Leon",FALSE,Fernando Leon,Leon,multiple,Done
193,193,193,193,46329,129,1875,"World Cup Intercontinental Playoffs, 2014",Uruguay vs Jordan,20-11-2013,Jordan,JO,2013,FAIL,"['Mohammad Khater', 'Mohannad Khairullah']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Mohammad Khater', 'Mohannad Khairullah']",FALSE,Mohammad Khater,Moh'd Khier,multiple,Done
194,194,194,194,46841,641,1900,"World Cup Qualifiers, Africa, 2014",Egypt vs Guinea,10-09-2013,Egypt,EG,2013,FAIL,"['Ahmed Sobhi', 'Ahmed Sherwyda', 'Ahmed Eid']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS Ahmed Shedid",FALSE,Ahmed Shedid Kenawi,Ahmed Shedid,multiple,Done
195,195,195,195,47016,816,1908,"World Cup Qualifiers, Africa, 2014",Gambia vs Tanzania,07-09-2013,Gambia,GM,2013,FAIL,"['Bubacarr Sanneh', 'Bun Sanneh']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Bubacarr Sanneh', 'Bun Sanneh']",FALSE,Bubacarr Sanneh,B Sanneh,multiple,Done
196,196,196,196,47023,823,1908,"World Cup Qualifiers, Africa, 2014",Gambia vs Tanzania,07-09-2013,Gambia,GM,2013,FAIL,"['Momodou Ceesay', 'Matarr Ceesay']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Momodou Ceesay', 'Matarr Ceesay']",FALSE,Momodou Ceesay,M Ceesay,multiple,Done
197,197,197,197,47049,849,1909,"World Cup Qualifiers, Africa, 2014",Ghana vs Egypt,15-10-2013,Egypt,EG,2013,FAIL,"['Ahmed Sobhi', 'Ahmed Sherwyda', 'Ahmed Eid']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS Ahmed Shedid",FALSE,Ahmed Shedid Kenawi,Ahmed Shedid,multiple,Done
198,198,198,198,49079,679,2861,"World Cup Qualifiers, Europe, 2014",Andorra vs Turkey,22-03-2013,Turkey,TR,2013,FAIL,"['Arda Turan', 'Atila Turan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS A. Turan",FALSE,Arda Turan,A Turan,multiple,Done
199,199,199,199,51154,554,1997,"World Cup Qualifiers, Africa, 2018",Cote d'Ivoire vs Gabon,05-09-2017,Cote d'Ivoire,CI,2017,FAIL,"['Adama Traoré', 'Alassane Traoré']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 18 A. Traoré",FALSE,Adama Traoré,A Traoré,multiple,Done
200,200,200,200,51535,935,2014,"World Cup Qualifiers, Africa, 2018",South Africa vs Senegal,10-11-2017,Senegal,SN,2017,FAIL,"['Abdoulaye Diallo', 'Abdou Diallo']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS A. Diallo",FALSE,Abdoulaye Diallo,A Diallo,multiple,Done
201,201,201,201,52048,348,2544,"World Cup Qualifiers, Asia, 2022",Turkmenistan vs Sri Lanka,19-11-2019,Sri Lanka,LK,2019,FAIL,"['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",FALSE,Fasal Naizer,Mohamed Fasal,multiple,Done
202,202,202,202,52206,506,2552,"World Cup Qualifiers, Asia, 2022",Vietnam vs Japan,11-11-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Minh Toan Tran', 'Phi Son Tran']",FALSE,Bùi Tấn Trường,Bùi Tn Trng,multiple,Done
203,203,203,203,52215,515,2552,"World Cup Qualifiers, Asia, 2022",Vietnam vs Japan,11-11-2021,Vietnam,VN,2021,FAIL,"['Nguyen Sa Pham', 'Duy Cuong Luong']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Nguyen Sa Pham', 'Duy Cuong Luong']",FALSE,Cong Phuong Nguyen,Nguyn Công Phng,multiple,Done
204,204,204,204,52357,657,2558,"World Cup Qualifiers, Asia, 2022",Indonesia vs Vietnam,15-10-2019,Vietnam,VN,2019,FAIL,"['Tuyen Quang Vu', 'Ngoc Quang Chau', 'Nguyen Manh Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Tuyen Quang Vu', 'Ngoc Quang Chau', 'Nguyen Manh Tran']",FALSE,Quang Hai Nguyen,Nguyn Quang Hi,multiple,Done
205,205,205,205,52425,725,2561,"World Cup Qualifiers, Asia, 2022",Guam vs Maldives,05-09-2019,Maldives,MV,2019,FAIL,"['Fayaz Abdulla', 'Azzam Abdulla', 'Ahmed Abdulla']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Fayaz Abdulla', 'Azzam Abdulla', 'Ahmed Abdulla']",FALSE,Abdulla Assadhulla,Assadhulla Abdulla,multiple,Done
206,206,206,206,52448,748,2563,"World Cup Qualifiers, Asia, 2022",Vietnam vs Saudi Arabia,16-11-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Minh Toan Tran', 'Phi Son Tran']",FALSE,Mohamed Fasal,Bùi Tn Trng,multiple,Done
207,207,207,207,52452,752,2563,"World Cup Qualifiers, Asia, 2022",Vietnam vs Saudi Arabia,16-11-2021,Vietnam,VN,2021,FAIL,"['Nguyen Manh Tran', 'Ngoc Thinh Vu']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Nguyen Manh Tran', 'Ngoc Thinh Vu']",FALSE,Thanh Chung Nguyen,Nguyn Thành Chung,multiple,Done
208,208,208,208,52457,757,2563,"World Cup Qualifiers, Asia, 2022",Vietnam vs Saudi Arabia,16-11-2021,Vietnam,VN,2021,FAIL,"['Nguyen Sa Pham', 'Duy Cuong Luong']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Nguyen Sa Pham', 'Duy Cuong Luong']",FALSE,Cong Phuong Nguyen,Nguyn Công Phng,multiple,Done
209,209,209,209,52576,876,2568,"World Cup Qualifiers, Asia, 2022",Qatar vs Oman,15-10-2019,Oman,OM,2019,FAIL,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 12 Ahmad Almahaijri",FALSE,Ahmed Kano,Ahmad Almahaijri,multiple,Done
210,210,210,210,52697,997,2574,"World Cup Qualifiers, Asia, 2022",Sri Lanka vs Turkmenistan,05-09-2019,Sri Lanka,LK,2019,FAIL,"['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",FALSE,Fasal Naizer,Mohamed Fasal,multiple,Done
211,211,211,211,54426,526,578,"Euros 2016, Qualifiers",Croatia vs Italy,12.06.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 20. Pelle",FALSE,Graziano Pelle,Pelle,multiple,Done
212,212,212,212,54525,625,583,"Euros 2016, Qualifiers",Italy vs Malta,03.09.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 20. Pelle",FALSE,Graziano Pelle,Pelle,multiple,Done
213,213,213,213,54592,692,586,"Euros 2016, Qualifiers",Italy vs Bulgaria,06.09.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 20. Pelle",FALSE,Graziano Pelle,Pelle,multiple,Done
214,214,214,214,54624,724,587,"Euros 2016, Qualifiers",Azerbaijan vs Italy,10.10.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Pelle",FALSE,Graziano Pelle,Pelle,multiple,Done
215,215,215,215,54702,802,591,"Euros 2016, Qualifiers",Italy vs Norway,13.10.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 20. Pelle",FALSE,Graziano Pelle,Pelle,multiple,Done
216,216,216,216,56107,7,3944,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Jun-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 8 Johnson",FALSE,Fabian Johnson,Johnson,multiple,Done
217,217,217,217,56110,10,3944,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Jun-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9 Johnson",FALSE,Fabian Johnson,Johnson,multiple,Done
218,218,218,218,56113,13,3944,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Jun-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
219,219,219,219,56116,16,3944,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Jun-13,USA,US,2013,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
220,220,220,220,56120,20,3944,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Jun-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
221,221,221,221,56135,35,3945,"World Cup 2014, Qualifiers, CONCACAF",Panama vs Mexico,07-Jun-13,Mexico,MX,2013,FAIL,"['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",FALSE,Francisco Rodríguez,Rodriguez,multiple,Done
222,222,222,222,56146,46,3946,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs Costa Rica,11-Jun-13,Mexico,MX,2013,FAIL,"['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",FALSE,Francisco Rodríguez,Rodriguez,multiple,Done
223,223,223,223,56185,85,3947,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs Jamaica,11-Jun-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 8 Johnson",FALSE,Jermaine Johnson,Johnson,multiple,Done
224,224,224,224,56186,86,3947,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs Jamaica,11-Jun-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9 Johnson",FALSE,Ryan Johnson,Johnson,multiple,Done
225,225,225,225,56187,87,3947,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs Jamaica,11-Jun-13,Jamaica,JM,2013,FAIL,"['Kemar Beckford', 'Deshane Beckford']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Kemar Beckford', 'Deshane Beckford']",FALSE,Jermaine Beckford,Beckford,multiple,Done
226,226,226,226,56190,90,3948,"World Cup 2014, Qualifiers, CONCACAF",USA vs Panama,11-Jun-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
227,227,227,227,56195,95,3948,"World Cup 2014, Qualifiers, CONCACAF",USA vs Panama,11-Jun-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Eddie Johnson,Johnson,multiple,Done
228,228,228,228,56197,97,3948,"World Cup 2014, Qualifiers, CONCACAF",USA vs Panama,11-Jun-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
229,229,229,229,56212,112,3949,"World Cup 2014, Qualifiers, CONCACAF",USA vs Honduras,18-Jun-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
230,230,230,230,56214,114,3949,"World Cup 2014, Qualifiers, CONCACAF",USA vs Honduras,18-Jun-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Eddie Johnson,Johnson,multiple,Done
231,231,231,231,56216,116,3949,"World Cup 2014, Qualifiers, CONCACAF",USA vs Honduras,18-Jun-13,USA,US,2013,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
232,232,232,232,56219,119,3949,"World Cup 2014, Qualifiers, CONCACAF",USA vs Honduras,18-Jun-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
233,233,233,233,56267,167,3951,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs USA,06-Sep-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
234,234,234,234,56272,172,3951,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs USA,06-Sep-13,USA,US,2013,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
235,235,235,235,56273,173,3951,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs USA,06-Sep-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
236,236,236,236,56365,265,3956,"World Cup 2014, Qualifiers, CONCACAF",USA vs Mexico,10-Sep-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Eddie Johnson,Johnson,multiple,Done
237,237,237,237,56366,266,3956,"World Cup 2014, Qualifiers, CONCACAF",USA vs Mexico,10-Sep-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
238,238,238,238,56369,269,3956,"World Cup 2014, Qualifiers, CONCACAF",USA vs Mexico,10-Sep-13,USA,US,2013,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
239,239,239,239,56374,274,3956,"World Cup 2014, Qualifiers, CONCACAF",USA vs Mexico,10-Sep-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
240,240,240,240,56415,315,3958,"World Cup 2014, Qualifiers, CONCACAF",USA vs Jamaica,11-Oct-13,USA,US,2013,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
241,241,241,241,56429,329,3958,"World Cup 2014, Qualifiers, CONCACAF",USA vs Jamaica,11-Oct-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9 Johnson",FALSE,Jermaine Johnson,Johnson,multiple,Done
242,242,242,242,58369,69,3897,"World Cup 2014, Qualifiers, CONCACAF",Cuba vs Canada,08-Jun-12,Cuba,CU,2012,FAIL,"['Sánder Fernández', 'Onel Hernández']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sánder Fernández', 'Onel Hernández']",FALSE,Reysánder Fernández,Fernandez,multiple,Done
243,243,243,243,58390,90,3898,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs Guyana,08-Jun-12,Mexico,MX,2012,FAIL,"['Érick Torres', 'Jairo Torres']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Érick Torres', 'Jairo Torres']",FALSE,Jorge Torres Nilo,Torres,multiple,Done
244,244,244,244,58394,94,3898,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs Guyana,08-Jun-12,Mexico,MX,2012,FAIL,"['Rodrigo Huescas', 'Rodrigo López', 'Luis Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Rodrigo Huescas', 'Rodrigo López', 'Luis Rodríguez']",FALSE,Francisco Rodríguez,Rodrigues,multiple,Done
245,245,245,245,58415,115,3899,"World Cup 2014, Qualifiers, CONCACAF",USA vs Antigua and Barbuda,08-Jun-12,USA,US,2012,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,['Jermaine Jones'],Jones,multiple,Done
246,246,246,246,58419,119,3899,"World Cup 2014, Qualifiers, CONCACAF",USA vs Antigua and Barbuda,08-Jun-12,USA,US,2012,FAIL,"['Hérculez Gómez', 'Jonathan Gómez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Hérculez Gómez', 'Jonathan Gómez']",FALSE,['Hérculez Gómez'],Gómez,multiple,Done
247,247,247,247,58449,149,3900,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs Panama,08-Jun-12,Honduras,HN,2012,FAIL,"['Francisco Palacios', 'Alexis Palacios']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Francisco Palacios', 'Alexis Palacios']",FALSE,Wilson Palacios,Palacios,multiple,Done
248,248,248,248,58461,161,3901,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs El Salvador,08-Jun-12,El Salvador,SV,2012,FAIL,"['Kenner Gutiérrez', 'Jorge Gutiérrez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Kenner Gutiérrez', 'Jorge Gutiérrez']",FALSE,Isidro Gutierrez,Gutiérrez,multiple,Done
249,249,249,249,58477,177,3902,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Guatemala,08-Jun-12,Jamaica,JM,2012,FAIL,"['Kevin Stewart', 'Trivante Stewart']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Kevin Stewart', 'Trivante Stewart']",FALSE,Tremaine Stewart,Stewart,multiple,Done
250,250,250,250,58525,225,3904,"World Cup 2014, Qualifiers, CONCACAF",El Salvador vs Mexico,12-Jun-12,Mexico,MX,2012,FAIL,"['Óscar Rodríguez', 'Ronald Rodríguez', 'Rodrigo Rivera']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Óscar Rodríguez', 'Ronald Rodríguez', 'Rodrigo Rivera']",FALSE,Francisco Rodríguez,Rodriguez,multiple,Done
251,251,251,251,58527,227,3904,"World Cup 2014, Qualifiers, CONCACAF",El Salvador vs Mexico,12-Jun-12,Mexico,MX,2012,FAIL,"['Danny Torres', 'Wilma Torres']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Danny Torres', 'Wilma Torres']",FALSE,Jorge Torres Nilo,Torres,multiple,Done
252,252,252,252,58538,238,3904,"World Cup 2014, Qualifiers, CONCACAF",El Salvador vs Mexico,12-Jun-12,El Salvador,SV,2012,FAIL,"['Érick Sánchez', 'Jorge Sánchez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Érick Sánchez', 'Jorge Sánchez']",FALSE,Ramón Sánchez,Sanchez,multiple,Done
253,253,253,253,58568,268,3906,"World Cup 2014, Qualifiers, CONCACAF",Guatemala vs USA,12-Jun-12,Guatemala,GT,2012,FAIL,"['Rubén Morales', 'Rafael Morales', 'José Morales']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Rubén Morales', 'Rafael Morales', 'José Morales']",FALSE,Erwin Morales,Morales,multiple,Done
254,254,254,254,58579,279,3906,"World Cup 2014, Qualifiers, CONCACAF",Guatemala vs USA,12-Jun-12,USA,US,2012,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
255,255,255,255,58580,280,3906,"World Cup 2014, Qualifiers, CONCACAF",Guatemala vs USA,12-Jun-12,USA,US,2012,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,['Jermaine Jones'],Jones,multiple,Done
